2022-02-06 00:00:00 ~ 2022-02-07 00:00:00,842
2022-02-07 00:00:00 ~ 2022-02-08 00:00:00,756
2022-02-08 00:00:00 ~ 2022-02-09 00:00:00,550
2022-02-09 00:00:00 ~ 2022-02-10 00:00:00,974
2022-02-10 00:00:00 ~ 2022-02-11 00:00:00,797
2022-02-11 00:00:00 ~ 2022-02-12 00:00:00,735
2022-02-12 00:00:00 ~ 2022-02-13 00:00:00,1244
2022-02-13 00:00:00 ~ 2022-02-14 00:00:00,948
2022-02-14 00:00:00 ~ 2022-02-15 00:00:00,1298
2022-02-15 00:00:00 ~ 2022-02-16 00:00:00,505
2022-02-16 00:00:00 ~ 2022-02-17 00:00:00,949
2022-02-17 00:00:00 ~ 2022-02-18 00:00:00,978
2022-02-18 00:00:00 ~ 2022-02-19 00:00:00,1121
2022-02-19 00:00:00 ~ 2022-02-20 00:00:00,1272
2022-02-20 00:00:00 ~ 2022-02-21 00:00:00,1448
2022-02-21 00:00:00 ~ 2022-02-22 00:00:00,994
2022-02-22 00:00:00 ~ 2022-02-23 00:00:00,1572
2022-02-23 00:00:00 ~ 2022-02-24 00:00:00,898
2022-02-24 00:00:00 ~ 2022-02-25 00:00:00,1219
2022-02-25 00:00:00 ~ 2022-02-26 00:00:00,1993
2022-02-26 00:00:00 ~ 2022-02-27 00:00:00,480
2022-02-27 00:00:00 ~ 2022-02-28 00:00:00,609
2022-02-28 00:00:00 ~ 2022-03-01 00:00:00,1682
2022-03-01 00:00:00 ~ 2022-03-02 00:00:00,1319
2022-03-02 00:00:00 ~ 2022-03-03 00:00:00,1125
2022-03-03 00:00:00 ~ 2022-03-04 00:00:00,858
2022-03-04 00:00:00 ~ 2022-03-05 00:00:00,786
2022-03-05 00:00:00 ~ 2022-03-06 00:00:00,574
2022-03-06 00:00:00 ~ 2022-03-07 00:00:00,652
2022-03-07 00:00:00 ~ 2022-03-08 00:00:00,599
2022-03-08 00:00:00 ~ 2022-03-09 00:00:00,860
2022-03-09 00:00:00 ~ 2022-03-10 00:00:00,1372
2022-03-10 00:00:00 ~ 2022-03-11 00:00:00,1381
2022-03-11 00:00:00 ~ 2022-03-12 00:00:00,1348
2022-03-12 00:00:00 ~ 2022-03-13 00:00:00,679
2022-03-13 00:00:00 ~ 2022-03-14 00:00:00,792
2022-03-14 00:00:00 ~ 2022-03-15 00:00:00,1179
2022-03-15 00:00:00 ~ 2022-03-16 00:00:00,716
2022-03-16 00:00:00 ~ 2022-03-17 00:00:00,450
2022-03-17 00:00:00 ~ 2022-03-18 00:00:00,940
2022-03-18 00:00:00 ~ 2022-03-19 00:00:00,782
2022-03-19 00:00:00 ~ 2022-03-20 00:00:00,797
2022-03-20 00:00:00 ~ 2022-03-21 00:00:00,795
2022-03-21 00:00:00 ~ 2022-03-22 00:00:00,689
2022-03-22 00:00:00 ~ 2022-03-23 00:00:00,1534
2022-03-23 00:00:00 ~ 2022-03-24 00:00:00,1141
2022-03-24 00:00:00 ~ 2022-03-25 00:00:00,1730
2022-03-25 00:00:00 ~ 2022-03-26 00:00:00,963
2022-03-26 00:00:00 ~ 2022-03-27 00:00:00,1008
2022-03-27 00:00:00 ~ 2022-03-28 00:00:00,363
2022-03-28 00:00:00 ~ 2022-03-29 00:00:00,816
2022-03-29 00:00:00 ~ 2022-03-30 00:00:00,1952
2022-03-30 00:00:00 ~ 2022-03-31 00:00:00,2070
2022-03-31 00:00:00 ~ 2022-04-01 00:00:00,2072
2022-04-01 00:00:00 ~ 2022-04-02 00:00:00,3161
2022-04-02 00:00:00 ~ 2022-04-03 00:00:00,659
2022-04-03 00:00:00 ~ 2022-04-04 00:00:00,852
2022-04-04 00:00:00 ~ 2022-04-05 00:00:00,1572
2022-04-05 00:00:00 ~ 2022-04-06 00:00:00,1359
2022-04-06 00:00:00 ~ 2022-04-07 00:00:00,947
2022-04-07 00:00:00 ~ 2022-04-08 00:00:00,664
2022-04-08 00:00:00 ~ 2022-04-09 00:00:00,854
2022-04-09 00:00:00 ~ 2022-04-10 00:00:00,353
2022-04-10 00:00:00 ~ 2022-04-11 00:00:00,438
2022-04-11 00:00:00 ~ 2022-04-12 00:00:00,750
2022-04-12 00:00:00 ~ 2022-04-13 00:00:00,765
2022-04-13 00:00:00 ~ 2022-04-14 00:00:00,2153
2022-04-14 00:00:00 ~ 2022-04-15 00:00:00,1677
2022-04-15 00:00:00 ~ 2022-04-16 00:00:00,665
2022-04-16 00:00:00 ~ 2022-04-17 00:00:00,1131
2022-04-17 00:00:00 ~ 2022-04-18 00:00:00,1390
2022-04-18 00:00:00 ~ 2022-04-19 00:00:00,1406
2022-04-19 00:00:00 ~ 2022-04-20 00:00:00,525
2022-04-20 00:00:00 ~ 2022-04-21 00:00:00,3484
2022-04-21 00:00:00 ~ 2022-04-22 00:00:00,1229
2022-04-22 00:00:00 ~ 2022-04-23 00:00:00,1159
2022-04-23 00:00:00 ~ 2022-04-24 00:00:00,647
2022-04-24 00:00:00 ~ 2022-04-25 00:00:00,1597
2022-04-25 00:00:00 ~ 2022-04-26 00:00:00,1550
2022-04-26 00:00:00 ~ 2022-04-27 00:00:00,1290
2022-04-27 00:00:00 ~ 2022-04-28 00:00:00,810
2022-04-28 00:00:00 ~ 2022-04-29 00:00:00,3665
2022-04-29 00:00:00 ~ 2022-04-30 00:00:00,1326
2022-04-30 00:00:00 ~ 2022-05-01 00:00:00,730
2022-05-01 00:00:00 ~ 2022-05-02 00:00:00,1556
2022-05-02 00:00:00 ~ 2022-05-03 00:00:00,530
2022-05-03 00:00:00 ~ 2022-05-04 00:00:00,467
2022-05-04 00:00:00 ~ 2022-05-05 00:00:00,727
2022-05-05 00:00:00 ~ 2022-05-06 00:00:00,1197
2022-05-06 00:00:00 ~ 2022-05-07 00:00:00,820
2022-05-07 00:00:00 ~ 2022-05-08 00:00:00,615
2022-05-08 00:00:00 ~ 2022-05-09 00:00:00,633
2022-05-09 00:00:00 ~ 2022-05-10 00:00:00,842
2022-05-10 00:00:00 ~ 2022-05-11 00:00:00,894
2022-05-11 00:00:00 ~ 2022-05-12 00:00:00,1314
2022-05-12 00:00:00 ~ 2022-05-13 00:00:00,803
2022-05-13 00:00:00 ~ 2022-05-14 00:00:00,1240
2022-05-14 00:00:00 ~ 2022-05-15 00:00:00,462
2022-05-15 00:00:00 ~ 2022-05-16 00:00:00,435
2022-05-16 00:00:00 ~ 2022-05-17 00:00:00,2409
2022-05-17 00:00:00 ~ 2022-05-18 00:00:00,1211
2022-05-18 00:00:00 ~ 2022-05-19 00:00:00,1204
2022-05-19 00:00:00 ~ 2022-05-20 00:00:00,716
2022-05-20 00:00:00 ~ 2022-05-21 00:00:00,958
2022-05-21 00:00:00 ~ 2022-05-22 00:00:00,573
2022-05-22 00:00:00 ~ 2022-05-23 00:00:00,1550
2022-05-23 00:00:00 ~ 2022-05-24 00:00:00,1161
2022-05-24 00:00:00 ~ 2022-05-25 00:00:00,861
2022-05-25 00:00:00 ~ 2022-05-26 00:00:00,1415
2022-05-26 00:00:00 ~ 2022-05-27 00:00:00,1260
2022-05-27 00:00:00 ~ 2022-05-28 00:00:00,821
2022-05-28 00:00:00 ~ 2022-05-29 00:00:00,1256
2022-05-29 00:00:00 ~ 2022-05-30 00:00:00,720
2022-05-30 00:00:00 ~ 2022-05-31 00:00:00,1218
2022-05-31 00:00:00 ~ 2022-06-01 00:00:00,1357
2022-06-01 00:00:00 ~ 2022-06-02 00:00:00,2322
2022-06-02 00:00:00 ~ 2022-06-03 00:00:00,864
2022-06-03 00:00:00 ~ 2022-06-04 00:00:00,2158
2022-06-04 00:00:00 ~ 2022-06-05 00:00:00,3544
2022-06-05 00:00:00 ~ 2022-06-06 00:00:00,1267
2022-06-06 00:00:00 ~ 2022-06-07 00:00:00,1041
2022-06-07 00:00:00 ~ 2022-06-08 00:00:00,1121
2022-06-08 00:00:00 ~ 2022-06-09 00:00:00,974
2022-06-09 00:00:00 ~ 2022-06-10 00:00:00,776
2022-06-10 00:00:00 ~ 2022-06-11 00:00:00,858
2022-06-11 00:00:00 ~ 2022-06-12 00:00:00,819
2022-06-12 00:00:00 ~ 2022-06-13 00:00:00,764
2022-06-13 00:00:00 ~ 2022-06-14 00:00:00,1610
2022-06-14 00:00:00 ~ 2022-06-15 00:00:00,1360
2022-06-15 00:00:00 ~ 2022-06-16 00:00:00,978
2022-06-16 00:00:00 ~ 2022-06-17 00:00:00,313
2022-06-17 00:00:00 ~ 2022-06-18 00:00:00,0
2022-06-18 00:00:00 ~ 2022-06-19 00:00:00,0
2022-06-19 00:00:00 ~ 2022-06-20 00:00:00,0
2022-06-20 00:00:00 ~ 2022-06-21 00:00:00,0
2022-06-21 00:00:00 ~ 2022-06-22 00:00:00,0
2022-06-22 00:00:00 ~ 2022-06-23 00:00:00,0
2022-06-23 00:00:00 ~ 2022-06-24 00:00:00,0
2022-06-24 00:00:00 ~ 2022-06-25 00:00:00,0
2022-06-25 00:00:00 ~ 2022-06-26 00:00:00,0
2022-06-26 00:00:00 ~ 2022-06-27 00:00:00,0
2022-06-27 00:00:00 ~ 2022-06-28 00:00:00,0
2022-06-28 00:00:00 ~ 2022-06-29 00:00:00,0
2022-06-29 00:00:00 ~ 2022-06-30 00:00:00,0
2022-06-30 00:00:00 ~ 2022-07-01 00:00:00,0
2022-07-01 00:00:00 ~ 2022-07-02 00:00:00,0
2022-07-02 00:00:00 ~ 2022-07-03 00:00:00,0
2022-07-03 00:00:00 ~ 2022-07-04 00:00:00,0
2022-07-04 00:00:00 ~ 2022-07-05 00:00:00,0
2022-07-05 00:00:00 ~ 2022-07-06 00:00:00,0
2022-07-06 00:00:00 ~ 2022-07-07 00:00:00,0
2022-07-07 00:00:00 ~ 2022-07-08 00:00:00,0
